REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2024/01/01 08:15:00,5942.71,52.63,TRADE
NSW1,2024/01/01 08:20:00,5921.86,36.06,TRADE
NSW1,2024/01/01 08:25:00,5952.24,36.06,TRADE
NSW1,2024/01/01 08:30:00,5943.34,36.06,TRADE
NSW1,2024/01/01 08:35:00,5985.25,48.15,TRADE
NSW1,2024/01/01 08:40:00,5980.26,36.06,TRADE
NSW1,2024/01/01 08:45:00,6011.17,36.06,TRADE
NSW1,2024/01/01 08:50:00,5978.46,0,TRADE
NSW1,2024/01/01 08:55:00,5972.96,35.88,TRADE
NSW1,2024/01/01 09:00:00,6036.08,36.06,TRADE
NSW1,2024/01/01 09:05:00,5991.58,37.89,TRADE
NSW1,2024/01/01 09:10:00,6065.56,137.69,TRADE
NSW1,2024/01/01 09:15:00,6060.14,51.94,TRADE
NSW1,2024/01/01 09:20:00,6075.64,52.60,TRADE
NSW1,2024/01/01 09:25:00,6171.99,36.67,TRADE
NSW1,2024/01/01 09:30:00,6099.19,36.20,TRADE
NSW1,2024/01/01 09:35:00,6103.22,54.95,TRADE
NSW1,2024/01/01 09:40:00,6169.86,54.95,TRADE
NSW1,2024/01/01 09:45:00,6181.42,37.52,TRADE
NSW1,2024/01/01 09:50:00,6174.74,41.64,TRADE
NSW1,2024/01/01 09:55:00,6150.32,36.89,TRADE
NSW1,2024/01/01 10:00:00,6196.07,36.87,TRADE
NSW1,2024/01/01 10:05:00,6119.05,36.44,TRADE
NSW1,2024/01/01 10:10:00,6236.58,54.95,TRADE
NSW1,2024/01/01 10:15:00,6243.23,37.59,TRADE
NSW1,2024/01/01 10:20:00,6173.2,37.07,TRADE
NSW1,2024/01/01 10:25:00,6097.86,37.33,TRADE
NSW1,2024/01/01 10:30:00,6077.7,36.06,TRADE
NSW1,2024/01/01 10:35:00,6129.86,62.49,TRADE
NSW1,2024/01/01 10:40:00,6143.55,57.95,TRADE
NSW1,2024/01/01 10:45:00,6089.02,54.95,TRADE
NSW1,2024/01/01 10:50:00,6132.72,53.28,TRADE
NSW1,2024/01/01 10:55:00,6148.03,36.06,TRADE
NSW1,2024/01/01 11:00:00,6148.72,54.95,TRADE
NSW1,2024/01/01 11:05:00,6131.42,53.75,TRADE
NSW1,2024/01/01 11:10:00,6202.58,54.95,TRADE
NSW1,2024/01/01 11:15:00,6190.94,54.95,TRADE
NSW1,2024/01/01 11:20:00,6085.5,54.95,TRADE
NSW1,2024/01/01 11:25:00,6061.99,52.68,TRADE
NSW1,2024/01/01 11:30:00,6100.46,54.95,TRADE
NSW1,2024/01/01 11:35:00,6085.5,35.88,TRADE
NSW1,2024/01/01 11:40:00,6088.03,42.17,TRADE
NSW1,2024/01/01 11:45:00,6111.14,54.95,TRADE
NSW1,2024/01/01 11:50:00,6070.7,54.69,TRADE
NSW1,2024/01/01 11:55:00,6050.3,42.46,TRADE
NSW1,2024/01/01 12:00:00,6063.28,54.95,TRADE
NSW1,2024/01/01 12:05:00,5933.52,54.09,TRADE
NSW1,2024/01/01 12:10:00,6024.12,35.88,TRADE
NSW1,2024/01/01 12:15:00,5968.87,36.06,TRADE
NSW1,2024/01/01 12:20:00,5828.45,0,TRADE
NSW1,2024/01/01 12:25:00,5835.84,0,TRADE
NSW1,2024/01/01 12:30:00,5803.74,20.59,TRADE
NSW1,2024/01/01 12:35:00,5801.41,26.31,TRADE
NSW1,2024/01/01 12:40:00,5943.83,10,TRADE
NSW1,2024/01/01 12:45:00,5929.55,21.83,TRADE
NSW1,2024/01/01 12:50:00,5940,10,TRADE
NSW1,2024/01/01 12:55:00,5915.98,26.69,TRADE
NSW1,2024/01/01 13:00:00,6023.83,39.03,TRADE
NSW1,2024/01/01 13:05:00,5981.64,26.49,TRADE
NSW1,2024/01/01 13:10:00,6106.2,39.48,TRADE
NSW1,2024/01/01 13:15:00,6035.47,36.06,TRADE
NSW1,2024/01/01 13:20:00,5935.35,36.06,TRADE
NSW1,2024/01/01 13:25:00,6095.8,43.71,TRADE
NSW1,2024/01/01 13:30:00,6015.71,38.19,TRADE
NSW1,2024/01/01 13:35:00,5999.1,26.12,TRADE
NSW1,2024/01/01 13:40:00,6080.04,35.25,TRADE
NSW1,2024/01/01 13:45:00,5939.1,35.88,TRADE
NSW1,2024/01/01 13:50:00,6006.27,10,TRADE
NSW1,2024/01/01 13:55:00,5993.98,18.89,TRADE
NSW1,2024/01/01 14:00:00,6060.19,36.06,TRADE
NSW1,2024/01/01 14:05:00,6048.8,56.61,TRADE
NSW1,2024/01/01 14:10:00,6065.23,36.35,TRADE
NSW1,2024/01/01 14:15:00,6092.91,36.06,TRADE
NSW1,2024/01/01 14:20:00,6127.43,35.88,TRADE
NSW1,2024/01/01 14:25:00,6196.13,36.26,TRADE
NSW1,2024/01/01 14:30:00,6220.07,46.56,TRADE
NSW1,2024/01/01 14:35:00,6108.43,38.11,TRADE
NSW1,2024/01/01 14:40:00,6190.12,36.06,TRADE
NSW1,2024/01/01 14:45:00,6167.43,39.84,TRADE
NSW1,2024/01/01 14:50:00,6222.08,36.06,TRADE
NSW1,2024/01/01 14:55:00,6307.86,35.72,TRADE
NSW1,2024/01/01 15:00:00,6321.12,36.06,TRADE
NSW1,2024/01/01 15:05:00,6372.79,18.72,TRADE
NSW1,2024/01/01 15:10:00,6399.71,18.35,TRADE
NSW1,2024/01/01 15:15:00,6444.56,28.05,TRADE
NSW1,2024/01/01 15:20:00,6447.61,57.95,TRADE
NSW1,2024/01/01 15:25:00,6539.08,34.22,TRADE
NSW1,2024/01/01 15:30:00,6550.21,53.41,TRADE
NSW1,2024/01/01 15:35:00,6525.25,36.06,TRADE
NSW1,2024/01/01 15:40:00,6686.99,20.71,TRADE
NSW1,2024/01/01 15:45:00,6704.95,35.88,TRADE
NSW1,2024/01/01 15:50:00,6678.49,29.11,TRADE
NSW1,2024/01/01 15:55:00,6729.86,34.16,TRADE
NSW1,2024/01/01 16:00:00,6825.9,36.06,TRADE
NSW1,2024/01/01 16:05:00,6889.41,35.88,TRADE
NSW1,2024/01/01 16:10:00,6914.38,34.53,TRADE
NSW1,2024/01/01 16:15:00,6864.67,34.96,TRADE
NSW1,2024/01/01 16:20:00,6958.96,34.49,TRADE
NSW1,2024/01/01 16:25:00,6913.69,20.71,TRADE
NSW1,2024/01/01 16:30:00,7080.21,38.12,TRADE
NSW1,2024/01/01 16:35:00,7074.71,35.88,TRADE
NSW1,2024/01/01 16:40:00,7145.21,36.06,TRADE
NSW1,2024/01/01 16:45:00,7246.68,35.88,TRADE
NSW1,2024/01/01 16:50:00,7276.44,36.06,TRADE
NSW1,2024/01/01 16:55:00,7340.68,48.49,TRADE
NSW1,2024/01/01 17:00:00,7369.71,57.48,TRADE
NSW1,2024/01/01 17:05:00,7377.74,51.99,TRADE
NSW1,2024/01/01 17:10:00,7452.62,46.32,TRADE
NSW1,2024/01/01 17:15:00,7439.13,54.95,TRADE
NSW1,2024/01/01 17:20:00,7425.49,50.78,TRADE
NSW1,2024/01/01 17:25:00,7505.81,57.95,TRADE
NSW1,2024/01/01 17:30:00,7485.67,62.74,TRADE
NSW1,2024/01/01 17:35:00,7540.03,54.95,TRADE
NSW1,2024/01/01 17:40:00,7582.67,38.93,TRADE
NSW1,2024/01/01 17:45:00,7566.9,54.95,TRADE
NSW1,2024/01/01 17:50:00,7537.53,54.95,TRADE
NSW1,2024/01/01 17:55:00,7618.71,57.95,TRADE
NSW1,2024/01/01 18:00:00,7607.83,57.26,TRADE
NSW1,2024/01/01 18:05:00,7592.57,49.69,TRADE
NSW1,2024/01/01 18:10:00,7645.72,36.06,TRADE
NSW1,2024/01/01 18:15:00,7634.68,43.91,TRADE
NSW1,2024/01/01 18:20:00,7652.41,53.40,TRADE
NSW1,2024/01/01 18:25:00,7668.25,54.95,TRADE
NSW1,2024/01/01 18:30:00,7680.93,56.20,TRADE
NSW1,2024/01/01 18:35:00,7705.79,43.75,TRADE
NSW1,2024/01/01 18:40:00,7728.47,50.62,TRADE
NSW1,2024/01/01 18:45:00,7716.87,50.76,TRADE
NSW1,2024/01/01 18:50:00,7722.85,63.81,TRADE
NSW1,2024/01/01 18:55:00,7740.74,63.93,TRADE
NSW1,2024/01/01 19:00:00,7750.49,60.86,TRADE
NSW1,2024/01/01 19:05:00,7736.34,63.89,TRADE
NSW1,2024/01/01 19:10:00,7778.41,64.95,TRADE
NSW1,2024/01/01 19:15:00,7725.59,62.74,TRADE
NSW1,2024/01/01 19:20:00,7758.54,62.74,TRADE
NSW1,2024/01/01 19:25:00,7724.99,57.95,TRADE
NSW1,2024/01/01 19:30:00,7827.67,62.74,TRADE
NSW1,2024/01/01 19:35:00,7764.4,62.74,TRADE
NSW1,2024/01/01 19:40:00,7776.7,56.22,TRADE
NSW1,2024/01/01 19:45:00,7722.66,56.63,TRADE
NSW1,2024/01/01 19:50:00,7716.71,56.66,TRADE
NSW1,2024/01/01 19:55:00,7664.48,57.79,TRADE
NSW1,2024/01/01 20:00:00,7651.62,54.95,TRADE
NSW1,2024/01/01 20:05:00,7615.48,69.33,TRADE
NSW1,2024/01/01 20:10:00,7678,70.51,TRADE
NSW1,2024/01/01 20:15:00,7633.88,61.74,TRADE
NSW1,2024/01/01 20:20:00,7564.68,61.55,TRADE
NSW1,2024/01/01 20:25:00,7578.77,57.98,TRADE
NSW1,2024/01/01 20:30:00,7555.59,57.95,TRADE
NSW1,2024/01/01 20:35:00,7528.23,59.99,TRADE
NSW1,2024/01/01 20:40:00,7542.84,60.64,TRADE
NSW1,2024/01/01 20:45:00,7528.75,59.99,TRADE
NSW1,2024/01/01 20:50:00,7526.05,58.47,TRADE
NSW1,2024/01/01 20:55:00,7418.22,57.43,TRADE
NSW1,2024/01/01 21:00:00,7468.72,57.95,TRADE
NSW1,2024/01/01 21:05:00,7370.38,55.31,TRADE
NSW1,2024/01/01 21:10:00,7453.38,58.62,TRADE
NSW1,2024/01/01 21:15:00,7486.46,56,TRADE
NSW1,2024/01/01 21:20:00,7409.63,57.95,TRADE
NSW1,2024/01/01 21:25:00,7399.69,55.76,TRADE
NSW1,2024/01/01 21:30:00,7373.84,56.14,TRADE
NSW1,2024/01/01 21:35:00,7342.37,56.49,TRADE
NSW1,2024/01/01 21:40:00,7372.15,56.49,TRADE
NSW1,2024/01/01 21:45:00,7328.44,54.95,TRADE
NSW1,2024/01/01 21:50:00,7287.28,52.34,TRADE
NSW1,2024/01/01 21:55:00,7276.81,51.01,TRADE
NSW1,2024/01/01 22:00:00,7280.06,51.25,TRADE
NSW1,2024/01/01 22:05:00,7187.57,38.38,TRADE
NSW1,2024/01/01 22:10:00,7324.19,54.87,TRADE
NSW1,2024/01/01 22:15:00,7319.08,54.26,TRADE
NSW1,2024/01/01 22:20:00,7267.22,48.79,TRADE
NSW1,2024/01/01 22:25:00,7238.82,36.06,TRADE
NSW1,2024/01/01 22:30:00,7254.43,49.04,TRADE
NSW1,2024/01/01 22:35:00,7166.47,49.38,TRADE
NSW1,2024/01/01 22:40:00,7253.66,56.87,TRADE
NSW1,2024/01/01 22:45:00,7215.44,49.38,TRADE
NSW1,2024/01/01 22:50:00,7159.89,48.67,TRADE
NSW1,2024/01/01 22:55:00,7129.6,49.17,TRADE
NSW1,2024/01/01 23:00:00,7129.32,49.02,TRADE
NSW1,2024/01/01 23:05:00,7042,48.78,TRADE
NSW1,2024/01/01 23:10:00,7051.72,54.95,TRADE
NSW1,2024/01/01 23:15:00,6983.4,55.83,TRADE
NSW1,2024/01/01 23:20:00,6953.12,54.95,TRADE
NSW1,2024/01/01 23:25:00,6940.97,54.95,TRADE
NSW1,2024/01/01 23:30:00,6988.46,57.95,TRADE
NSW1,2024/01/01 23:35:00,6947.79,58.42,TRADE
NSW1,2024/01/01 23:40:00,6978.57,59.99,TRADE
NSW1,2024/01/01 23:45:00,6893.2,57.55,TRADE
NSW1,2024/01/01 23:50:00,6876.87,57.95,TRADE
NSW1,2024/01/01 23:55:00,6833.96,57.95,TRADE
NSW1,2024/01/02 00:00:00,6804.6,57.95,TRADE
NSW1,2024/01/02 00:05:00,6715.82,49.72,TRADE
NSW1,2024/01/02 00:10:00,6770.51,54.95,TRADE
NSW1,2024/01/02 00:15:00,6699.03,54.95,TRADE
NSW1,2024/01/02 00:20:00,6642.89,54.83,TRADE
NSW1,2024/01/02 00:25:00,6614.18,54.95,TRADE
NSW1,2024/01/02 00:30:00,6531.73,50.95,TRADE
NSW1,2024/01/02 00:35:00,6541.46,57.95,TRADE
NSW1,2024/01/02 00:40:00,6576.96,57.95,TRADE
NSW1,2024/01/02 00:45:00,6549.72,57.95,TRADE
NSW1,2024/01/02 00:50:00,6509.3,57.95,TRADE
NSW1,2024/01/02 00:55:00,6437.1,54.95,TRADE
NSW1,2024/01/02 01:00:00,6407.76,54.95,TRADE
NSW1,2024/01/02 01:05:00,6361.59,54.95,TRADE
NSW1,2024/01/02 01:10:00,6345.1,54.95,TRADE
NSW1,2024/01/02 01:15:00,6323.52,54.45,TRADE
NSW1,2024/01/02 01:20:00,6299.07,54.95,TRADE
NSW1,2024/01/02 01:25:00,6254.77,51.54,TRADE
NSW1,2024/01/02 01:30:00,6233.97,51.69,TRADE
NSW1,2024/01/02 01:35:00,6199.73,54.95,TRADE
NSW1,2024/01/02 01:40:00,6173.41,54.95,TRADE
NSW1,2024/01/02 01:45:00,6131.2,54.95,TRADE
NSW1,2024/01/02 01:50:00,6078.59,54.95,TRADE
NSW1,2024/01/02 01:55:00,6104.12,54.95,TRADE
NSW1,2024/01/02 02:00:00,6083.76,53.72,TRADE
NSW1,2024/01/02 02:05:00,6050.36,54.95,TRADE
NSW1,2024/01/02 02:10:00,6051.46,54.95,TRADE
NSW1,2024/01/02 02:15:00,6032.45,54.95,TRADE
NSW1,2024/01/02 02:20:00,6055.99,54.08,TRADE
NSW1,2024/01/02 02:25:00,6044.19,53.91,TRADE
NSW1,2024/01/02 02:30:00,5998.84,53.42,TRADE
NSW1,2024/01/02 02:35:00,6006.8,54.40,TRADE
NSW1,2024/01/02 02:40:00,5996.11,54.09,TRADE
NSW1,2024/01/02 02:45:00,5972.19,53.22,TRADE
NSW1,2024/01/02 02:50:00,5996.46,53.20,TRADE
NSW1,2024/01/02 02:55:00,5976.74,53.57,TRADE
NSW1,2024/01/02 03:00:00,5962.58,53.24,TRADE
NSW1,2024/01/02 03:05:00,5941.09,48.05,TRADE
NSW1,2024/01/02 03:10:00,5938.51,47.76,TRADE
NSW1,2024/01/02 03:15:00,5959.75,53.05,TRADE
NSW1,2024/01/02 03:20:00,5965.05,52.88,TRADE
NSW1,2024/01/02 03:25:00,5932.18,52.40,TRADE
NSW1,2024/01/02 03:30:00,5968.47,52.40,TRADE
NSW1,2024/01/02 03:35:00,5976.69,51.97,TRADE
NSW1,2024/01/02 03:40:00,5996.66,53.58,TRADE
NSW1,2024/01/02 03:45:00,5991.63,53.22,TRADE
NSW1,2024/01/02 03:50:00,5968.85,52.20,TRADE
NSW1,2024/01/02 03:55:00,5994.66,50.63,TRADE
NSW1,2024/01/02 04:00:00,6045.48,52.54,TRADE
NSW1,2024/01/02 04:05:00,6049.56,48.33,TRADE
NSW1,2024/01/02 04:10:00,6071.98,48,TRADE
NSW1,2024/01/02 04:15:00,6112.95,47.61,TRADE
NSW1,2024/01/02 04:20:00,6076.82,46.77,TRADE
NSW1,2024/01/02 04:25:00,6113.55,54.95,TRADE
NSW1,2024/01/02 04:30:00,6166.47,54.95,TRADE
NSW1,2024/01/02 04:35:00,6129.69,51.80,TRADE
NSW1,2024/01/02 04:40:00,6149.83,51.78,TRADE
NSW1,2024/01/02 04:45:00,6173.66,54.95,TRADE
NSW1,2024/01/02 04:50:00,6201.53,54.95,TRADE
NSW1,2024/01/02 04:55:00,6202.2,54.95,TRADE
NSW1,2024/01/02 05:00:00,6223.09,51.84,TRADE
NSW1,2024/01/02 05:05:00,6248.55,56.21,TRADE
NSW1,2024/01/02 05:10:00,6348.77,63.03,TRADE
NSW1,2024/01/02 05:15:00,6349.08,58,TRADE
NSW1,2024/01/02 05:20:00,6372.31,57.95,TRADE
NSW1,2024/01/02 05:25:00,6350.18,58,TRADE
NSW1,2024/01/02 05:30:00,6385.31,57.95,TRADE
NSW1,2024/01/02 05:35:00,6371.52,55.70,TRADE
NSW1,2024/01/02 05:40:00,6416.5,58,TRADE
NSW1,2024/01/02 05:45:00,6433.67,54.95,TRADE
NSW1,2024/01/02 05:50:00,6422.47,58.85,TRADE
NSW1,2024/01/02 05:55:00,6455.17,58,TRADE
NSW1,2024/01/02 06:00:00,6500.42,58,TRADE
NSW1,2024/01/02 06:05:00,6539.39,62.19,TRADE
NSW1,2024/01/02 06:10:00,6572.26,58.18,TRADE
NSW1,2024/01/02 06:15:00,6584.17,57.97,TRADE
NSW1,2024/01/02 06:20:00,6628.99,63.94,TRADE
NSW1,2024/01/02 06:25:00,6634.17,59.99,TRADE
NSW1,2024/01/02 06:30:00,6547.68,54.26,TRADE
NSW1,2024/01/02 06:35:00,6561.48,39.06,TRADE
NSW1,2024/01/02 06:40:00,6622.48,49.90,TRADE
NSW1,2024/01/02 06:45:00,6562.48,48.65,TRADE
NSW1,2024/01/02 06:50:00,6561.14,47.61,TRADE
NSW1,2024/01/02 06:55:00,6528.47,35.88,TRADE
NSW1,2024/01/02 07:00:00,6542.8,35.88,TRADE
NSW1,2024/01/02 07:05:00,6529.43,35.88,TRADE
NSW1,2024/01/02 07:10:00,6608.62,40.70,TRADE
NSW1,2024/01/02 07:15:00,6630.71,36.06,TRADE
NSW1,2024/01/02 07:20:00,6538.62,17.36,TRADE
NSW1,2024/01/02 07:25:00,6539.39,20.11,TRADE
NSW1,2024/01/02 07:30:00,6577.59,17.69,TRADE
NSW1,2024/01/02 07:35:00,6547.86,19.82,TRADE
NSW1,2024/01/02 07:40:00,6575.36,9.41,TRADE
NSW1,2024/01/02 07:45:00,6533.53,28.65,TRADE
NSW1,2024/01/02 07:50:00,6537.54,21.65,TRADE
NSW1,2024/01/02 07:55:00,6448.24,21.90,TRADE
NSW1,2024/01/02 08:00:00,6479.29,33.58,TRADE
NSW1,2024/01/02 08:05:00,6494.89,21.77,TRADE
NSW1,2024/01/02 08:10:00,6537.32,35.46,TRADE
NSW1,2024/01/02 08:15:00,6512.83,33.78,TRADE
NSW1,2024/01/02 08:20:00,6446.89,23,TRADE
NSW1,2024/01/02 08:25:00,6401.73,0,TRADE
NSW1,2024/01/02 08:30:00,6444.43,10.06,TRADE
NSW1,2024/01/02 08:35:00,6378.67,10.94,TRADE
NSW1,2024/01/02 08:40:00,6421.74,34.23,TRADE
NSW1,2024/01/02 08:45:00,6372.71,34.89,TRADE
NSW1,2024/01/02 08:50:00,6378.15,36.06,TRADE
NSW1,2024/01/02 08:55:00,6385.08,36.06,TRADE
NSW1,2024/01/02 09:00:00,6407.37,37.76,TRADE
NSW1,2024/01/02 09:05:00,6430.4,36.06,TRADE
NSW1,2024/01/02 09:10:00,6395.99,30.80,TRADE
NSW1,2024/01/02 09:15:00,6323.07,36.06,TRADE
NSW1,2024/01/02 09:20:00,6313.94,39.15,TRADE
NSW1,2024/01/02 09:25:00,6374.33,37.44,TRADE
NSW1,2024/01/02 09:30:00,6377.43,42.79,TRADE
NSW1,2024/01/02 09:35:00,6384.58,36.06,TRADE
NSW1,2024/01/02 09:40:00,6401.82,44.66,TRADE
NSW1,2024/01/02 09:45:00,6385.99,39.62,TRADE
NSW1,2024/01/02 09:50:00,6402.91,59.99,TRADE
NSW1,2024/01/02 09:55:00,6419.48,58,TRADE
NSW1,2024/01/02 10:00:00,6385.5,54.95,TRADE
NSW1,2024/01/02 10:05:00,6472.84,59.99,TRADE
NSW1,2024/01/02 10:10:00,6376.58,54.95,TRADE
NSW1,2024/01/02 10:15:00,6293.29,54.95,TRADE
NSW1,2024/01/02 10:20:00,6250.48,46.62,TRADE
NSW1,2024/01/02 10:25:00,6232.7,49.09,TRADE
NSW1,2024/01/02 10:30:00,6192.91,41.06,TRADE
NSW1,2024/01/02 10:35:00,6212.85,18.43,TRADE
NSW1,2024/01/02 10:40:00,6180.41,34.51,TRADE
NSW1,2024/01/02 10:45:00,6249.54,30.72,TRADE
NSW1,2024/01/02 10:50:00,6107.14,38.73,TRADE
NSW1,2024/01/02 10:55:00,6198.72,54.95,TRADE
NSW1,2024/01/02 11:00:00,6181.67,59.99,TRADE
NSW1,2024/01/02 11:05:00,6163.25,54.95,TRADE
NSW1,2024/01/02 11:10:00,6179.4,56.04,TRADE
NSW1,2024/01/02 11:15:00,6209.61,57.95,TRADE
NSW1,2024/01/02 11:20:00,6188.39,36.06,TRADE
NSW1,2024/01/02 11:25:00,6212.05,41.57,TRADE
NSW1,2024/01/02 11:30:00,6197.01,18.83,TRADE
NSW1,2024/01/02 11:35:00,6260.65,59.99,TRADE
NSW1,2024/01/02 11:40:00,6242.93,51.72,TRADE
NSW1,2024/01/02 11:45:00,6192.96,36.06,TRADE
NSW1,2024/01/02 11:50:00,6243.57,58,TRADE
NSW1,2024/01/02 11:55:00,6240.68,36.06,TRADE
NSW1,2024/01/02 12:00:00,6295.61,47.84,TRADE
NSW1,2024/01/02 12:05:00,6281.66,54.95,TRADE
NSW1,2024/01/02 12:10:00,6379.85,54.95,TRADE
NSW1,2024/01/02 12:15:00,6395.54,36.06,TRADE
NSW1,2024/01/02 12:20:00,6412.57,55.11,TRADE
