REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2025/01/01 05:25:00,6091.29,99.28,TRADE
NSW1,2025/01/01 05:30:00,6051.63,89.92,TRADE
NSW1,2025/01/01 05:35:00,6036.71,87.50,TRADE
NSW1,2025/01/01 05:40:00,6026.5,87.50,TRADE
NSW1,2025/01/01 05:45:00,5964.48,80.24,TRADE
NSW1,2025/01/01 05:50:00,5891.3,76,TRADE
NSW1,2025/01/01 05:55:00,5874.2,54.77,TRADE
NSW1,2025/01/01 06:00:00,5869.68,55.19,TRADE
NSW1,2025/01/01 06:05:00,5761.32,20,TRADE
NSW1,2025/01/01 06:10:00,5829.94,43.73,TRADE
NSW1,2025/01/01 06:15:00,5793.9,12.52,TRADE
NSW1,2025/01/01 06:20:00,5708.57,-15,TRADE
NSW1,2025/01/01 06:25:00,5720.83,-18.55,TRADE
NSW1,2025/01/01 06:30:00,5728.44,-18.68,TRADE
NSW1,2025/01/01 06:35:00,5771.57,-18.92,TRADE
NSW1,2025/01/01 06:40:00,5711.33,-18.77,TRADE
NSW1,2025/01/01 06:45:00,5695.08,20.32,TRADE
NSW1,2025/01/01 06:50:00,5634.61,-24.68,TRADE
NSW1,2025/01/01 06:55:00,5541.27,-29.21,TRADE
NSW1,2025/01/01 07:00:00,5469.43,-25.01,TRADE
NSW1,2025/01/01 07:05:00,5526.87,-24.72,TRADE
NSW1,2025/01/01 07:10:00,5601.46,-21.03,TRADE
NSW1,2025/01/01 07:15:00,5631,-29.27,TRADE
NSW1,2025/01/01 07:20:00,5573.99,-29.46,TRADE
NSW1,2025/01/01 07:25:00,5479.81,-29.85,TRADE
NSW1,2025/01/01 07:30:00,5479.65,-30.40,TRADE
NSW1,2025/01/01 07:35:00,5412.1,-25.62,TRADE
NSW1,2025/01/01 07:40:00,5325.33,-30.57,TRADE
NSW1,2025/01/01 07:45:00,5314.86,-31.34,TRADE
NSW1,2025/01/01 07:50:00,5217.91,-31.37,TRADE
NSW1,2025/01/01 07:55:00,5167.72,-31.01,TRADE
NSW1,2025/01/01 08:00:00,5123.15,-30.32,TRADE
NSW1,2025/01/01 08:05:00,5123.71,-27.32,TRADE
NSW1,2025/01/01 08:10:00,5076.5,-30.18,TRADE
NSW1,2025/01/01 08:15:00,4968.3,20.28,TRADE
NSW1,2025/01/01 08:20:00,4842.61,20.29,TRADE
NSW1,2025/01/01 08:25:00,4848.25,-26.45,TRADE
NSW1,2025/01/01 08:30:00,4810.23,32.72,TRADE
NSW1,2025/01/01 08:35:00,4756.87,-23.43,TRADE
NSW1,2025/01/01 08:40:00,4711.7,-23.31,TRADE
NSW1,2025/01/01 08:45:00,4754.6,-32.95,TRADE
NSW1,2025/01/01 08:50:00,4717.68,-32.01,TRADE
NSW1,2025/01/01 08:55:00,4712.14,-31.26,TRADE
NSW1,2025/01/01 09:00:00,4667.63,-33,TRADE
NSW1,2025/01/01 09:05:00,4699.35,-33,TRADE
NSW1,2025/01/01 09:10:00,4694.44,-33,TRADE
NSW1,2025/01/01 09:15:00,4618.51,-35.14,TRADE
NSW1,2025/01/01 09:20:00,4640.59,-33,TRADE
NSW1,2025/01/01 09:25:00,4590.09,-33,TRADE
NSW1,2025/01/01 09:30:00,4594.47,-32.56,TRADE
NSW1,2025/01/01 09:35:00,4534.57,-33,TRADE
NSW1,2025/01/01 09:40:00,4544.04,-33.37,TRADE
NSW1,2025/01/01 09:45:00,4553.23,-33,TRADE
NSW1,2025/01/01 09:50:00,4569.9,-31.60,TRADE
NSW1,2025/01/01 09:55:00,4612.16,-32.32,TRADE
NSW1,2025/01/01 10:00:00,4678.6,-33,TRADE
NSW1,2025/01/01 10:05:00,4712.64,-33,TRADE
NSW1,2025/01/01 10:10:00,4912.55,-34.04,TRADE
NSW1,2025/01/01 10:15:00,4944.87,-33,TRADE
NSW1,2025/01/01 10:20:00,4930.24,-34.46,TRADE
NSW1,2025/01/01 10:25:00,4943.22,-34.74,TRADE
NSW1,2025/01/01 10:30:00,5002.06,-36.22,TRADE
NSW1,2025/01/01 10:35:00,4969.88,-35.15,TRADE
NSW1,2025/01/01 10:40:00,4965.54,-35.32,TRADE
NSW1,2025/01/01 10:45:00,4979.69,-34.11,TRADE
NSW1,2025/01/01 10:50:00,5013.91,-33,TRADE
NSW1,2025/01/01 10:55:00,5025.44,-32.54,TRADE
NSW1,2025/01/01 11:00:00,5148.08,-33,TRADE
NSW1,2025/01/01 11:05:00,5072.86,-33,TRADE
NSW1,2025/01/01 11:10:00,5146.57,-32.16,TRADE
NSW1,2025/01/01 11:15:00,5101.29,-31.80,TRADE
NSW1,2025/01/01 11:20:00,5120.41,-31.63,TRADE
NSW1,2025/01/01 11:25:00,5196.26,-31.60,TRADE
NSW1,2025/01/01 11:30:00,5171.27,-31.58,TRADE
NSW1,2025/01/01 11:35:00,5124.2,-31.96,TRADE
NSW1,2025/01/01 11:40:00,5196.09,-31.81,TRADE
NSW1,2025/01/01 11:45:00,5144.94,-31.13,TRADE
NSW1,2025/01/01 11:50:00,5098,-31.75,TRADE
NSW1,2025/01/01 11:55:00,5133.92,-31.95,TRADE
NSW1,2025/01/01 12:00:00,5161.7,-31.18,TRADE
NSW1,2025/01/01 12:05:00,5069.51,-30.33,TRADE
NSW1,2025/01/01 12:10:00,5096.77,-9.42,TRADE
NSW1,2025/01/01 12:15:00,5067.32,-30.43,TRADE
NSW1,2025/01/01 12:20:00,5136.32,35.42,TRADE
NSW1,2025/01/01 12:25:00,5201.76,40,TRADE
NSW1,2025/01/01 12:30:00,5214.25,43.51,TRADE
NSW1,2025/01/01 12:35:00,5281.39,19.98,TRADE
NSW1,2025/01/01 12:40:00,5298.74,-30.62,TRADE
NSW1,2025/01/01 12:45:00,5338.87,-30.63,TRADE
NSW1,2025/01/01 12:50:00,5282.46,-30,TRADE
NSW1,2025/01/01 12:55:00,5313.48,1,TRADE
NSW1,2025/01/01 13:00:00,5332.4,-21.42,TRADE
NSW1,2025/01/01 13:05:00,5357.45,-29.93,TRADE
NSW1,2025/01/01 13:10:00,5452.06,-30.26,TRADE
NSW1,2025/01/01 13:15:00,5473.66,1,TRADE
NSW1,2025/01/01 13:20:00,5484.91,78.49,TRADE
NSW1,2025/01/01 13:25:00,5563.9,53.03,TRADE
NSW1,2025/01/01 13:30:00,5620.01,74.71,TRADE
NSW1,2025/01/01 13:35:00,5698.58,95.12,TRADE
NSW1,2025/01/01 13:40:00,5876.09,107.95,TRADE
NSW1,2025/01/01 13:45:00,5962.78,4.92,TRADE
NSW1,2025/01/01 13:50:00,6037.99,73.97,TRADE
NSW1,2025/01/01 13:55:00,6109.72,84.29,TRADE
NSW1,2025/01/01 14:00:00,6141.36,85,TRADE
NSW1,2025/01/01 14:05:00,6204.68,108.51,TRADE
NSW1,2025/01/01 14:10:00,6228.82,93.63,TRADE
NSW1,2025/01/01 14:15:00,6340.83,57.01,TRADE
NSW1,2025/01/01 14:20:00,6294,51.77,TRADE
NSW1,2025/01/01 14:25:00,6288.64,67.69,TRADE
NSW1,2025/01/01 14:30:00,6392.9,50.77,TRADE
NSW1,2025/01/01 14:35:00,6479.98,79.23,TRADE
NSW1,2025/01/01 14:40:00,6604.61,79.54,TRADE
NSW1,2025/01/01 14:45:00,6813.23,85,TRADE
NSW1,2025/01/01 14:50:00,6872.28,82.10,TRADE
NSW1,2025/01/01 14:55:00,7046.34,108.44,TRADE
NSW1,2025/01/01 15:00:00,7168.53,108.86,TRADE
NSW1,2025/01/01 15:05:00,7262.28,97.02,TRADE
NSW1,2025/01/01 15:10:00,7296.34,87.50,TRADE
NSW1,2025/01/01 15:15:00,7391.5,97.69,TRADE
NSW1,2025/01/01 15:20:00,7359.6,87.50,TRADE
NSW1,2025/01/01 15:25:00,7356.7,87.50,TRADE
NSW1,2025/01/01 15:30:00,7372.43,80.60,TRADE
NSW1,2025/01/01 15:35:00,7397.54,92.07,TRADE
NSW1,2025/01/01 15:40:00,7398.15,91.02,TRADE
NSW1,2025/01/01 15:45:00,7432.32,76.84,TRADE
NSW1,2025/01/01 15:50:00,7625.17,87.50,TRADE
NSW1,2025/01/01 15:55:00,7757.84,89.89,TRADE
NSW1,2025/01/01 16:00:00,7943.78,130.01,TRADE
NSW1,2025/01/01 16:05:00,7996.34,105.74,TRADE
NSW1,2025/01/01 16:10:00,8114.25,92.29,TRADE
NSW1,2025/01/01 16:15:00,8251.34,130.01,TRADE
NSW1,2025/01/01 16:20:00,8288.21,91.96,TRADE
NSW1,2025/01/01 16:25:00,8289.79,91.39,TRADE
NSW1,2025/01/01 16:30:00,8406.11,100.01,TRADE
NSW1,2025/01/01 16:35:00,8529.04,152.92,TRADE
NSW1,2025/01/01 16:40:00,8579.79,104.50,TRADE
NSW1,2025/01/01 16:45:00,8708.48,129.53,TRADE
NSW1,2025/01/01 16:50:00,8765.98,100.01,TRADE
NSW1,2025/01/01 16:55:00,8861.1,102.02,TRADE
NSW1,2025/01/01 17:00:00,8979.48,130.01,TRADE
NSW1,2025/01/01 17:05:00,8971.66,102.02,TRADE
NSW1,2025/01/01 17:10:00,9041.1,99.59,TRADE
NSW1,2025/01/01 17:15:00,9043.99,92.57,TRADE
NSW1,2025/01/01 17:20:00,9131.56,100.01,TRADE
NSW1,2025/01/01 17:25:00,9184.81,107.32,TRADE
NSW1,2025/01/01 17:30:00,9231.16,106.42,TRADE
NSW1,2025/01/01 17:35:00,9198.18,86.58,TRADE
NSW1,2025/01/01 17:40:00,9321.31,104.45,TRADE
NSW1,2025/01/01 17:45:00,9334.9,95.71,TRADE
NSW1,2025/01/01 17:50:00,9362.21,132.64,TRADE
NSW1,2025/01/01 17:55:00,9317.54,104.59,TRADE
NSW1,2025/01/01 18:00:00,9401.56,121.24,TRADE
NSW1,2025/01/01 18:05:00,9357.98,82.57,TRADE
NSW1,2025/01/01 18:10:00,9407.76,130.91,TRADE
NSW1,2025/01/01 18:15:00,9348.12,111.95,TRADE
NSW1,2025/01/01 18:20:00,9403.28,128.74,TRADE
NSW1,2025/01/01 18:25:00,9404.54,135.98,TRADE
NSW1,2025/01/01 18:30:00,9434.59,163.17,TRADE
NSW1,2025/01/01 18:35:00,9395.06,123.44,TRADE
NSW1,2025/01/01 18:40:00,9394.81,192.27,TRADE
NSW1,2025/01/01 18:45:00,9371.77,211.36,TRADE
NSW1,2025/01/01 18:50:00,9323.06,144.95,TRADE
NSW1,2025/01/01 18:55:00,9285.02,192.26,TRADE
NSW1,2025/01/01 19:00:00,9243.13,160.16,TRADE
NSW1,2025/01/01 19:05:00,9194.47,163.16,TRADE
NSW1,2025/01/01 19:10:00,9150.63,141.84,TRADE
NSW1,2025/01/01 19:15:00,9142.28,134.84,TRADE
NSW1,2025/01/01 19:20:00,8980.71,89.72,TRADE
NSW1,2025/01/01 19:25:00,9042.66,97.74,TRADE
NSW1,2025/01/01 19:30:00,9026.93,83.06,TRADE
NSW1,2025/01/01 19:35:00,8968.32,81.40,TRADE
NSW1,2025/01/01 19:40:00,8997.13,90.03,TRADE
NSW1,2025/01/01 19:45:00,8984.56,81.71,TRADE
NSW1,2025/01/01 19:50:00,8977.24,110.97,TRADE
NSW1,2025/01/01 19:55:00,8962.45,90.42,TRADE
NSW1,2025/01/01 20:00:00,8907.48,75.10,TRADE
NSW1,2025/01/01 20:05:00,8873.12,107.70,TRADE
NSW1,2025/01/01 20:10:00,8825.4,95.84,TRADE
NSW1,2025/01/01 20:15:00,8772.73,81.27,TRADE
NSW1,2025/01/01 20:20:00,8730.7,77.87,TRADE
NSW1,2025/01/01 20:25:00,8720.87,83.03,TRADE
NSW1,2025/01/01 20:30:00,8671.27,77.91,TRADE
NSW1,2025/01/01 20:35:00,8636.44,71.39,TRADE
NSW1,2025/01/01 20:40:00,8604.23,75.13,TRADE
NSW1,2025/01/01 20:45:00,8562.86,78.82,TRADE
NSW1,2025/01/01 20:50:00,8473.51,67,TRADE
NSW1,2025/01/01 20:55:00,8394.08,68.46,TRADE
NSW1,2025/01/01 21:00:00,8426.94,68.70,TRADE
NSW1,2025/01/01 21:05:00,8290.2,99.66,TRADE
NSW1,2025/01/01 21:10:00,8379.19,102.32,TRADE
NSW1,2025/01/01 21:15:00,8367.08,100.98,TRADE
NSW1,2025/01/01 21:20:00,8320.93,87.68,TRADE
NSW1,2025/01/01 21:25:00,8227.82,84.81,TRADE
NSW1,2025/01/01 21:30:00,8214.96,69.10,TRADE
NSW1,2025/01/01 21:35:00,8220.4,85.19,TRADE
NSW1,2025/01/01 21:40:00,8186.85,100.74,TRADE
NSW1,2025/01/01 21:45:00,8201.73,83.94,TRADE
NSW1,2025/01/01 21:50:00,8212.35,81.70,TRADE
NSW1,2025/01/01 21:55:00,8142.63,67.06,TRADE
NSW1,2025/01/01 22:00:00,8041.51,67.46,TRADE
NSW1,2025/01/01 22:05:00,7947.35,64.91,TRADE
NSW1,2025/01/01 22:10:00,7935.24,1510,TRADE
NSW1,2025/01/01 22:15:00,7937.22,78.72,TRADE
NSW1,2025/01/01 22:20:00,7878.35,120.12,TRADE
NSW1,2025/01/01 22:25:00,7811.76,115.97,TRADE
NSW1,2025/01/01 22:30:00,7790.44,113.32,TRADE
NSW1,2025/01/01 22:35:00,7744.65,93.14,TRADE
NSW1,2025/01/01 22:40:00,7770.52,106.36,TRADE
NSW1,2025/01/01 22:45:00,7728.9,79.11,TRADE
NSW1,2025/01/01 22:50:00,7725.4,90.99,TRADE
NSW1,2025/01/01 22:55:00,7679.16,86.41,TRADE
NSW1,2025/01/01 23:00:00,7608.61,71.48,TRADE
NSW1,2025/01/01 23:05:00,7542.97,93.55,TRADE
NSW1,2025/01/01 23:10:00,7554.38,143.93,TRADE
NSW1,2025/01/01 23:15:00,7468.52,99.68,TRADE
NSW1,2025/01/01 23:20:00,7454.41,98.23,TRADE
NSW1,2025/01/01 23:25:00,7420.66,102.71,TRADE
NSW1,2025/01/01 23:30:00,7374.77,93.92,TRADE
NSW1,2025/01/01 23:35:00,7289.06,86.04,TRADE
NSW1,2025/01/01 23:40:00,7367.1,93.92,TRADE
NSW1,2025/01/01 23:45:00,7316.42,83.40,TRADE
NSW1,2025/01/01 23:50:00,7276.17,93.81,TRADE
NSW1,2025/01/01 23:55:00,7293.77,93.14,TRADE
NSW1,2025/01/02 00:00:00,7280.1,88.79,TRADE
NSW1,2025/01/02 00:05:00,7191.92,90.34,TRADE
NSW1,2025/01/02 00:10:00,7260.01,93.14,TRADE
NSW1,2025/01/02 00:15:00,7138.31,82.99,TRADE
NSW1,2025/01/02 00:20:00,7101.49,83.92,TRADE
NSW1,2025/01/02 00:25:00,7052.08,85.89,TRADE
NSW1,2025/01/02 00:30:00,7051.85,76,TRADE
NSW1,2025/01/02 00:35:00,6913.44,76,TRADE
NSW1,2025/01/02 00:40:00,6956.15,82.99,TRADE
NSW1,2025/01/02 00:45:00,6854.92,76,TRADE
NSW1,2025/01/02 00:50:00,6833.35,76,TRADE
NSW1,2025/01/02 00:55:00,6807.43,76,TRADE
NSW1,2025/01/02 01:00:00,6729.52,76,TRADE
NSW1,2025/01/02 01:05:00,6725.66,77.71,TRADE
NSW1,2025/01/02 01:10:00,6703.76,77.23,TRADE
NSW1,2025/01/02 01:15:00,6666.41,85,TRADE
NSW1,2025/01/02 01:20:00,6706.49,85,TRADE
NSW1,2025/01/02 01:25:00,6664.12,76.72,TRADE
NSW1,2025/01/02 01:30:00,6607.36,76.72,TRADE
NSW1,2025/01/02 01:35:00,6573.78,79.10,TRADE
NSW1,2025/01/02 01:40:00,6566.05,76.72,TRADE
NSW1,2025/01/02 01:45:00,6575.85,76.72,TRADE
NSW1,2025/01/02 01:50:00,6550.26,76.72,TRADE
NSW1,2025/01/02 01:55:00,6494.11,75.90,TRADE
NSW1,2025/01/02 02:00:00,6443.47,75.90,TRADE
NSW1,2025/01/02 02:05:00,6410.16,75.90,TRADE
NSW1,2025/01/02 02:10:00,6409.49,76,TRADE
NSW1,2025/01/02 02:15:00,6392.48,76,TRADE
NSW1,2025/01/02 02:20:00,6366.1,76,TRADE
NSW1,2025/01/02 02:25:00,6326.55,76,TRADE
NSW1,2025/01/02 02:30:00,6331.02,76,TRADE
NSW1,2025/01/02 02:35:00,6346.85,76,TRADE
NSW1,2025/01/02 02:40:00,6323.57,76,TRADE
NSW1,2025/01/02 02:45:00,6306,76,TRADE
NSW1,2025/01/02 02:50:00,6294.88,76,TRADE
NSW1,2025/01/02 02:55:00,6262.26,76,TRADE
NSW1,2025/01/02 03:00:00,6270.93,76,TRADE
NSW1,2025/01/02 03:05:00,6295.13,76,TRADE
NSW1,2025/01/02 03:10:00,6286.61,76,TRADE
NSW1,2025/01/02 03:15:00,6304.68,76,TRADE
NSW1,2025/01/02 03:20:00,6289.73,76,TRADE
NSW1,2025/01/02 03:25:00,6227.68,76,TRADE
NSW1,2025/01/02 03:30:00,6219.28,76,TRADE
NSW1,2025/01/02 03:35:00,6222.64,76,TRADE
NSW1,2025/01/02 03:40:00,6249.84,76,TRADE
NSW1,2025/01/02 03:45:00,6264.42,76,TRADE
NSW1,2025/01/02 03:50:00,6274.77,76,TRADE
NSW1,2025/01/02 03:55:00,6260.69,76,TRADE
NSW1,2025/01/02 04:00:00,6232.95,76,TRADE
NSW1,2025/01/02 04:05:00,6256.97,76,TRADE
NSW1,2025/01/02 04:10:00,6336.36,76,TRADE
NSW1,2025/01/02 04:15:00,6381.83,75.90,TRADE
NSW1,2025/01/02 04:20:00,6401.7,76,TRADE
NSW1,2025/01/02 04:25:00,6390.97,75.90,TRADE
NSW1,2025/01/02 04:30:00,6416.56,75.90,TRADE
NSW1,2025/01/02 04:35:00,6405.51,75.90,TRADE
NSW1,2025/01/02 04:40:00,6442.23,76,TRADE
NSW1,2025/01/02 04:45:00,6444.6,68.96,TRADE
NSW1,2025/01/02 04:50:00,6401.33,69.62,TRADE
NSW1,2025/01/02 04:55:00,6432.97,76,TRADE
NSW1,2025/01/02 05:00:00,6454.94,76,TRADE
NSW1,2025/01/02 05:05:00,6450.03,68.96,TRADE
NSW1,2025/01/02 05:10:00,6484.12,76,TRADE
NSW1,2025/01/02 05:15:00,6524.36,76,TRADE
NSW1,2025/01/02 05:20:00,6575.12,76.72,TRADE
NSW1,2025/01/02 05:25:00,6611.45,76.72,TRADE
NSW1,2025/01/02 05:30:00,6600.87,75.90,TRADE
NSW1,2025/01/02 05:35:00,6564.45,75.90,TRADE
NSW1,2025/01/02 05:40:00,6557.51,75.90,TRADE
NSW1,2025/01/02 05:45:00,6546.79,56.98,TRADE
NSW1,2025/01/02 05:50:00,6583.86,56.52,TRADE
NSW1,2025/01/02 05:55:00,6525.16,10.68,TRADE
NSW1,2025/01/02 06:00:00,6520.85,0.53,TRADE
NSW1,2025/01/02 06:05:00,6593.2,10.65,TRADE
NSW1,2025/01/02 06:10:00,6678.1,10.65,TRADE
NSW1,2025/01/02 06:15:00,6673.98,-15,TRADE
NSW1,2025/01/02 06:20:00,6748.33,-4.59,TRADE
NSW1,2025/01/02 06:25:00,6758,-20.55,TRADE
NSW1,2025/01/02 06:30:00,6737.21,1,TRADE
NSW1,2025/01/02 06:35:00,6789.63,56.98,TRADE
NSW1,2025/01/02 06:40:00,6879.44,75.90,TRADE
NSW1,2025/01/02 06:45:00,6892.09,84.61,TRADE
NSW1,2025/01/02 06:50:00,6889.05,75.90,TRADE
NSW1,2025/01/02 06:55:00,6853.77,-31.01,TRADE
NSW1,2025/01/02 07:00:00,6864.44,56.98,TRADE
NSW1,2025/01/02 07:05:00,6883.62,83.28,TRADE
NSW1,2025/01/02 07:10:00,6906.88,105.74,TRADE
NSW1,2025/01/02 07:15:00,6930.23,84.10,TRADE
NSW1,2025/01/02 07:20:00,6878.18,75.90,TRADE
NSW1,2025/01/02 07:25:00,6863.3,75.90,TRADE
NSW1,2025/01/02 07:30:00,6945.67,82.52,TRADE
NSW1,2025/01/02 07:35:00,6957.29,88.80,TRADE
NSW1,2025/01/02 07:40:00,6965.8,83.49,TRADE
NSW1,2025/01/02 07:45:00,6920.12,76.72,TRADE
NSW1,2025/01/02 07:50:00,6945.24,76.72,TRADE
NSW1,2025/01/02 07:55:00,6836.93,-31.01,TRADE
NSW1,2025/01/02 08:00:00,6871.39,57.01,TRADE
NSW1,2025/01/02 08:05:00,6835.08,57.01,TRADE
NSW1,2025/01/02 08:10:00,6967.41,76.72,TRADE
NSW1,2025/01/02 08:15:00,6974.92,76.72,TRADE
NSW1,2025/01/02 08:20:00,6934.68,69.29,TRADE
NSW1,2025/01/02 08:25:00,6955.2,74.70,TRADE
NSW1,2025/01/02 08:30:00,6912.05,74.74,TRADE
NSW1,2025/01/02 08:35:00,6861.86,56.98,TRADE
NSW1,2025/01/02 08:40:00,6854.17,52.98,TRADE
NSW1,2025/01/02 08:45:00,6824.96,49.71,TRADE
NSW1,2025/01/02 08:50:00,6819.51,38.15,TRADE
NSW1,2025/01/02 08:55:00,6789.27,57.01,TRADE
NSW1,2025/01/02 09:00:00,6754.58,50.31,TRADE
NSW1,2025/01/02 09:05:00,6761.59,52.40,TRADE
NSW1,2025/01/02 09:10:00,6772.91,61.01,TRADE
NSW1,2025/01/02 09:15:00,6803.81,40.98,TRADE
NSW1,2025/01/02 09:20:00,6776.8,35.88,TRADE
NSW1,2025/01/02 09:25:00,6829.41,41.31,TRADE
NSW1,2025/01/02 09:30:00,6714.47,19.06,TRADE
NSW1,2025/01/02 09:35:00,6725.54,25.02,TRADE
NSW1,2025/01/02 09:40:00,6782.6,33.73,TRADE
NSW1,2025/01/02 09:45:00,6810.84,41.43,TRADE
NSW1,2025/01/02 09:50:00,6748.73,36,TRADE
NSW1,2025/01/02 09:55:00,6697.74,18.36,TRADE
NSW1,2025/01/02 10:00:00,6804.7,1,TRADE
NSW1,2025/01/02 10:05:00,6774.03,77.99,TRADE
NSW1,2025/01/02 10:10:00,6877.07,76.59,TRADE
NSW1,2025/01/02 10:15:00,6824.03,57.11,TRADE
NSW1,2025/01/02 10:20:00,6865.16,70.79,TRADE
NSW1,2025/01/02 10:25:00,6879.85,56.98,TRADE
NSW1,2025/01/02 10:30:00,6861.92,58.16,TRADE
NSW1,2025/01/02 10:35:00,6919.59,70.74,TRADE
NSW1,2025/01/02 10:40:00,6913.05,62.81,TRADE
NSW1,2025/01/02 10:45:00,6962.76,47.56,TRADE
NSW1,2025/01/02 10:50:00,6995.89,57.01,TRADE
NSW1,2025/01/02 10:55:00,7015.51,37.75,TRADE
NSW1,2025/01/02 11:00:00,7037.14,57.01,TRADE
NSW1,2025/01/02 11:05:00,7003.18,-22.43,TRADE
NSW1,2025/01/02 11:10:00,7039.53,38.02,TRADE
NSW1,2025/01/02 11:15:00,6997.17,66.01,TRADE
NSW1,2025/01/02 11:20:00,6956.54,45.05,TRADE
NSW1,2025/01/02 11:25:00,6952.85,-22.06,TRADE
NSW1,2025/01/02 11:30:00,6946.36,-22.31,TRADE
NSW1,2025/01/02 11:35:00,6915.65,-22.30,TRADE
NSW1,2025/01/02 11:40:00,6913.49,-22.60,TRADE
NSW1,2025/01/02 11:45:00,6889.88,-27.27,TRADE
NSW1,2025/01/02 11:50:00,6855.13,-31.01,TRADE
NSW1,2025/01/02 11:55:00,6803.3,-34.76,TRADE
NSW1,2025/01/02 12:00:00,6825.08,-34.79,TRADE
NSW1,2025/01/02 12:05:00,6839.53,-36.79,TRADE
NSW1,2025/01/02 12:10:00,6831.46,-36.99,TRADE
NSW1,2025/01/02 12:15:00,6718.89,-34.07,TRADE
NSW1,2025/01/02 12:20:00,6688.92,-33.66,TRADE
