REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2026/01/01 06:45:00,5599.28,-7,TRADE
NSW1,2026/01/01 06:50:00,5516.46,-7,TRADE
NSW1,2026/01/01 06:55:00,5513.23,-9.99,TRADE
NSW1,2026/01/01 07:00:00,5516.08,-8.52,TRADE
NSW1,2026/01/01 07:05:00,5530.34,-6.80,TRADE
NSW1,2026/01/01 07:10:00,5491.94,0.54,TRADE
NSW1,2026/01/01 07:15:00,5536.88,12.66,TRADE
NSW1,2026/01/01 07:20:00,5548.07,0.59,TRADE
NSW1,2026/01/01 07:25:00,5577.4,0,TRADE
NSW1,2026/01/01 07:30:00,5520.99,0.60,TRADE
NSW1,2026/01/01 07:35:00,5494.5,13.19,TRADE
NSW1,2026/01/01 07:40:00,5428.86,42.90,TRADE
NSW1,2026/01/01 07:45:00,5570.28,0.68,TRADE
NSW1,2026/01/01 07:50:00,5467.33,36.06,TRADE
NSW1,2026/01/01 07:55:00,5424.03,0.51,TRADE
NSW1,2026/01/01 08:00:00,5458.39,0.51,TRADE
NSW1,2026/01/01 08:05:00,5434.98,0.69,TRADE
NSW1,2026/01/01 08:10:00,5481.77,0.51,TRADE
NSW1,2026/01/01 08:15:00,5497.64,0.70,TRADE
NSW1,2026/01/01 08:20:00,5454.24,0.51,TRADE
NSW1,2026/01/01 08:25:00,5450.9,0.70,TRADE
NSW1,2026/01/01 08:30:00,5432.15,0.51,TRADE
NSW1,2026/01/01 08:35:00,5453.05,0,TRADE
NSW1,2026/01/01 08:40:00,5446.67,0,TRADE
NSW1,2026/01/01 08:45:00,5449.46,0,TRADE
NSW1,2026/01/01 08:50:00,5424.91,0.01,TRADE
NSW1,2026/01/01 08:55:00,5403.82,-6.42,TRADE
NSW1,2026/01/01 09:00:00,5425.42,-0.09,TRADE
NSW1,2026/01/01 09:05:00,5407.68,-6.40,TRADE
NSW1,2026/01/01 09:10:00,5477.63,0,TRADE
NSW1,2026/01/01 09:15:00,5433.26,-6.61,TRADE
NSW1,2026/01/01 09:20:00,5474.54,-5.35,TRADE
NSW1,2026/01/01 09:25:00,5524.43,-3.27,TRADE
NSW1,2026/01/01 09:30:00,5486.85,0,TRADE
NSW1,2026/01/01 09:35:00,5429.91,0,TRADE
NSW1,2026/01/01 09:40:00,5668.92,0,TRADE
NSW1,2026/01/01 09:45:00,5708.79,0,TRADE
NSW1,2026/01/01 09:50:00,5675.41,0,TRADE
NSW1,2026/01/01 09:55:00,5669.53,0,TRADE
NSW1,2026/01/01 10:00:00,5654.05,0,TRADE
NSW1,2026/01/01 10:05:00,5614.82,0.51,TRADE
NSW1,2026/01/01 10:10:00,5622.2,0.51,TRADE
NSW1,2026/01/01 10:15:00,5615.04,-3.62,TRADE
NSW1,2026/01/01 10:20:00,5581.76,-6.67,TRADE
NSW1,2026/01/01 10:25:00,5618.52,-6.67,TRADE
NSW1,2026/01/01 10:30:00,5606.87,-6.69,TRADE
NSW1,2026/01/01 10:35:00,5602.13,0.51,TRADE
NSW1,2026/01/01 10:40:00,5630.43,0.51,TRADE
NSW1,2026/01/01 10:45:00,5637.09,-7,TRADE
NSW1,2026/01/01 10:50:00,5655.82,0,TRADE
NSW1,2026/01/01 10:55:00,5653.66,0.70,TRADE
NSW1,2026/01/01 11:00:00,5633.85,0.70,TRADE
NSW1,2026/01/01 11:05:00,5644.4,31.54,TRADE
NSW1,2026/01/01 11:10:00,5659.72,0.70,TRADE
NSW1,2026/01/01 11:15:00,5605.97,0.70,TRADE
NSW1,2026/01/01 11:20:00,5551.01,0.70,TRADE
NSW1,2026/01/01 11:25:00,5553.8,0.70,TRADE
NSW1,2026/01/01 11:30:00,5519.58,0.70,TRADE
NSW1,2026/01/01 11:35:00,5476.41,0.70,TRADE
NSW1,2026/01/01 11:40:00,5542.63,0.70,TRADE
NSW1,2026/01/01 11:45:00,5506.48,0.70,TRADE
NSW1,2026/01/01 11:50:00,5538.9,0.70,TRADE
NSW1,2026/01/01 11:55:00,5501.68,0.51,TRADE
NSW1,2026/01/01 12:00:00,5537.06,0.70,TRADE
NSW1,2026/01/01 12:05:00,5559.1,0.70,TRADE
NSW1,2026/01/01 12:10:00,5558.79,0.70,TRADE
NSW1,2026/01/01 12:15:00,5585.93,0.70,TRADE
NSW1,2026/01/01 12:20:00,5542.82,0.70,TRADE
NSW1,2026/01/01 12:25:00,5579.94,0.70,TRADE
NSW1,2026/01/01 12:30:00,5538.22,0.70,TRADE
NSW1,2026/01/01 12:35:00,5494.21,0.70,TRADE
NSW1,2026/01/01 12:40:00,5527.5,15.31,TRADE
NSW1,2026/01/01 12:45:00,5534.58,5.79,TRADE
NSW1,2026/01/01 12:50:00,5509.85,0.70,TRADE
NSW1,2026/01/01 12:55:00,5496.29,0.70,TRADE
NSW1,2026/01/01 13:00:00,5545.88,5.82,TRADE
NSW1,2026/01/01 13:05:00,5502.74,0.70,TRADE
NSW1,2026/01/01 13:10:00,5469.71,0.69,TRADE
NSW1,2026/01/01 13:15:00,5512.05,15.08,TRADE
NSW1,2026/01/01 13:20:00,5303.77,0.01,TRADE
NSW1,2026/01/01 13:25:00,5434.42,0.01,TRADE
NSW1,2026/01/01 13:30:00,5347.21,0.01,TRADE
NSW1,2026/01/01 13:35:00,5284.71,0.01,TRADE
NSW1,2026/01/01 13:40:00,5255.66,0.01,TRADE
NSW1,2026/01/01 13:45:00,5193.28,0.01,TRADE
NSW1,2026/01/01 13:50:00,5161.33,0.01,TRADE
NSW1,2026/01/01 13:55:00,5158.47,0.01,TRADE
NSW1,2026/01/01 14:00:00,5199.28,0.01,TRADE
NSW1,2026/01/01 14:05:00,5234.43,-5.86,TRADE
NSW1,2026/01/01 14:10:00,5235.87,0.01,TRADE
NSW1,2026/01/01 14:15:00,5292.95,0.01,TRADE
NSW1,2026/01/01 14:20:00,5295.04,0.70,TRADE
NSW1,2026/01/01 14:25:00,5262.25,0.01,TRADE
NSW1,2026/01/01 14:30:00,5330.34,0.70,TRADE
NSW1,2026/01/01 14:35:00,5380.91,0.01,TRADE
NSW1,2026/01/01 14:40:00,5388.28,0.01,TRADE
NSW1,2026/01/01 14:45:00,5406.09,0.70,TRADE
NSW1,2026/01/01 14:50:00,5496.74,4.96,TRADE
NSW1,2026/01/01 14:55:00,5446.05,0.64,TRADE
NSW1,2026/01/01 15:00:00,5561.28,0.70,TRADE
NSW1,2026/01/01 15:05:00,5611.66,0.01,TRADE
NSW1,2026/01/01 15:10:00,5643.52,0.01,TRADE
NSW1,2026/01/01 15:15:00,5681.78,0.01,TRADE
NSW1,2026/01/01 15:20:00,5734.66,0.51,TRADE
NSW1,2026/01/01 15:25:00,5701.18,0,TRADE
NSW1,2026/01/01 15:30:00,5827.51,36.06,TRADE
NSW1,2026/01/01 15:35:00,5854.6,0,TRADE
NSW1,2026/01/01 15:40:00,5924.87,0.51,TRADE
NSW1,2026/01/01 15:45:00,5939.11,0,TRADE
NSW1,2026/01/01 15:50:00,5962,0.01,TRADE
NSW1,2026/01/01 15:55:00,6008.57,0.70,TRADE
NSW1,2026/01/01 16:00:00,6114,-5.01,TRADE
NSW1,2026/01/01 16:05:00,6144.56,-9.99,TRADE
NSW1,2026/01/01 16:10:00,6247.04,-22.22,TRADE
NSW1,2026/01/01 16:15:00,6349.16,-9.99,TRADE
NSW1,2026/01/01 16:20:00,6338.17,-9.99,TRADE
NSW1,2026/01/01 16:25:00,6370.36,-9.99,TRADE
NSW1,2026/01/01 16:30:00,6417.69,-9.99,TRADE
NSW1,2026/01/01 16:35:00,6513.02,-9.99,TRADE
NSW1,2026/01/01 16:40:00,6523.29,-6.80,TRADE
NSW1,2026/01/01 16:45:00,6560.45,0,TRADE
NSW1,2026/01/01 16:50:00,6684.1,-5.51,TRADE
NSW1,2026/01/01 16:55:00,6734.35,0,TRADE
NSW1,2026/01/01 17:00:00,6759.91,0,TRADE
NSW1,2026/01/01 17:05:00,6807.61,0,TRADE
NSW1,2026/01/01 17:10:00,6852.61,0.51,TRADE
NSW1,2026/01/01 17:15:00,6966.42,40.42,TRADE
NSW1,2026/01/01 17:20:00,6989.14,46.20,TRADE
NSW1,2026/01/01 17:25:00,7023.43,0.21,TRADE
NSW1,2026/01/01 17:30:00,7043.53,0.51,TRADE
NSW1,2026/01/01 17:35:00,7169.62,43.59,TRADE
NSW1,2026/01/01 17:40:00,7214.4,42.58,TRADE
NSW1,2026/01/01 17:45:00,7224.4,45.55,TRADE
NSW1,2026/01/01 17:50:00,7258.8,48.36,TRADE
NSW1,2026/01/01 17:55:00,7292.19,48.33,TRADE
NSW1,2026/01/01 18:00:00,7335.23,48.31,TRADE
NSW1,2026/01/01 18:05:00,7324.53,39.49,TRADE
NSW1,2026/01/01 18:10:00,7371.17,39.47,TRADE
NSW1,2026/01/01 18:15:00,7377.56,39.90,TRADE
NSW1,2026/01/01 18:20:00,7366.84,35.99,TRADE
NSW1,2026/01/01 18:25:00,7345.81,46.51,TRADE
NSW1,2026/01/01 18:30:00,7356.87,55.70,TRADE
NSW1,2026/01/01 18:35:00,7351.92,35.88,TRADE
NSW1,2026/01/01 18:40:00,7454.54,57.30,TRADE
NSW1,2026/01/01 18:45:00,7459.07,56.94,TRADE
NSW1,2026/01/01 18:50:00,7434.44,56.57,TRADE
NSW1,2026/01/01 18:55:00,7378.95,55.81,TRADE
NSW1,2026/01/01 19:00:00,7426.08,56.94,TRADE
NSW1,2026/01/01 19:05:00,7409.74,47.61,TRADE
NSW1,2026/01/01 19:10:00,7492.05,57.09,TRADE
NSW1,2026/01/01 19:15:00,7468.64,57.06,TRADE
NSW1,2026/01/01 19:20:00,7477.78,57.06,TRADE
NSW1,2026/01/01 19:25:00,7497.55,56.98,TRADE
NSW1,2026/01/01 19:30:00,7467.6,57.06,TRADE
NSW1,2026/01/01 19:35:00,7456.11,56.94,TRADE
NSW1,2026/01/01 19:40:00,7433.71,49.14,TRADE
NSW1,2026/01/01 19:45:00,7449.83,54.20,TRADE
NSW1,2026/01/01 19:50:00,7374.06,48.32,TRADE
NSW1,2026/01/01 19:55:00,7394.87,48.03,TRADE
NSW1,2026/01/01 20:00:00,7378.2,47.79,TRADE
NSW1,2026/01/01 20:05:00,7354.33,40.75,TRADE
NSW1,2026/01/01 20:10:00,7369.23,47.27,TRADE
NSW1,2026/01/01 20:15:00,7385.6,47.27,TRADE
NSW1,2026/01/01 20:20:00,7326.45,52.18,TRADE
NSW1,2026/01/01 20:25:00,7278.31,47.09,TRADE
NSW1,2026/01/01 20:30:00,7260.84,40.10,TRADE
NSW1,2026/01/01 20:35:00,7233.44,55.01,TRADE
NSW1,2026/01/01 20:40:00,7211.47,51.62,TRADE
NSW1,2026/01/01 20:45:00,7242.84,56.80,TRADE
NSW1,2026/01/01 20:50:00,7166.66,51.59,TRADE
NSW1,2026/01/01 20:55:00,7156.72,47.68,TRADE
NSW1,2026/01/01 21:00:00,7198.84,48.30,TRADE
NSW1,2026/01/01 21:05:00,7173.2,52.66,TRADE
NSW1,2026/01/01 21:10:00,7162.08,48.05,TRADE
NSW1,2026/01/01 21:15:00,7143.19,47.80,TRADE
NSW1,2026/01/01 21:20:00,7148.42,48.08,TRADE
NSW1,2026/01/01 21:25:00,7139.38,48.39,TRADE
NSW1,2026/01/01 21:30:00,7153.32,53.32,TRADE
NSW1,2026/01/01 21:35:00,7128.04,49.35,TRADE
NSW1,2026/01/01 21:40:00,7126.55,49.85,TRADE
NSW1,2026/01/01 21:45:00,7074.94,49.10,TRADE
NSW1,2026/01/01 21:50:00,7028.55,49.89,TRADE
NSW1,2026/01/01 21:55:00,7078.86,50.04,TRADE
NSW1,2026/01/01 22:00:00,6982.16,42.95,TRADE
NSW1,2026/01/01 22:05:00,6973.12,57.06,TRADE
NSW1,2026/01/01 22:10:00,6994.99,57.06,TRADE
NSW1,2026/01/01 22:15:00,6981.77,49.92,TRADE
NSW1,2026/01/01 22:20:00,6955.84,49.95,TRADE
NSW1,2026/01/01 22:25:00,6983.27,56.98,TRADE
NSW1,2026/01/01 22:30:00,6948.29,50.02,TRADE
NSW1,2026/01/01 22:35:00,6914.91,56.98,TRADE
NSW1,2026/01/01 22:40:00,6871.8,54.83,TRADE
NSW1,2026/01/01 22:45:00,6883.61,54.87,TRADE
NSW1,2026/01/01 22:50:00,6811.22,49.79,TRADE
NSW1,2026/01/01 22:55:00,6772.33,40.54,TRADE
NSW1,2026/01/01 23:00:00,6811.96,49.77,TRADE
NSW1,2026/01/01 23:05:00,6690.59,40.54,TRADE
NSW1,2026/01/01 23:10:00,6734.07,55.67,TRADE
NSW1,2026/01/01 23:15:00,6662.41,56.98,TRADE
NSW1,2026/01/01 23:20:00,6630.13,56.98,TRADE
NSW1,2026/01/01 23:25:00,6577.59,54.97,TRADE
NSW1,2026/01/01 23:30:00,6608.27,45.66,TRADE
NSW1,2026/01/01 23:35:00,6619.99,46.72,TRADE
NSW1,2026/01/01 23:40:00,6640.6,57.30,TRADE
NSW1,2026/01/01 23:45:00,6495.22,56.98,TRADE
NSW1,2026/01/01 23:50:00,6580.79,56.98,TRADE
NSW1,2026/01/01 23:55:00,6544.1,56.98,TRADE
NSW1,2026/01/02 00:00:00,6496.56,57.06,TRADE
NSW1,2026/01/02 00:05:00,6474.46,46.62,TRADE
NSW1,2026/01/02 00:10:00,6499.41,56.98,TRADE
NSW1,2026/01/02 00:15:00,6446.59,56.98,TRADE
NSW1,2026/01/02 00:20:00,6417.68,53.05,TRADE
NSW1,2026/01/02 00:25:00,6336.43,40.54,TRADE
NSW1,2026/01/02 00:30:00,6329.72,40.54,TRADE
NSW1,2026/01/02 00:35:00,6279.71,40.54,TRADE
NSW1,2026/01/02 00:40:00,6297.76,40.54,TRADE
NSW1,2026/01/02 00:45:00,6215.3,40.54,TRADE
NSW1,2026/01/02 00:50:00,6258.98,57.30,TRADE
NSW1,2026/01/02 00:55:00,6159.57,54.16,TRADE
NSW1,2026/01/02 01:00:00,6127.76,40.54,TRADE
NSW1,2026/01/02 01:05:00,6150.48,56.06,TRADE
NSW1,2026/01/02 01:10:00,6140.9,54.06,TRADE
NSW1,2026/01/02 01:15:00,6094.17,40.54,TRADE
NSW1,2026/01/02 01:20:00,6107.38,40.54,TRADE
NSW1,2026/01/02 01:25:00,6072.07,56.98,TRADE
NSW1,2026/01/02 01:30:00,6043.14,40.54,TRADE
NSW1,2026/01/02 01:35:00,6009.59,40.54,TRADE
NSW1,2026/01/02 01:40:00,6004.27,36.20,TRADE
NSW1,2026/01/02 01:45:00,5985.92,36.20,TRADE
NSW1,2026/01/02 01:50:00,5991,35.88,TRADE
NSW1,2026/01/02 01:55:00,5927.41,36.20,TRADE
NSW1,2026/01/02 02:00:00,5897.78,36.20,TRADE
NSW1,2026/01/02 02:05:00,5927.77,35.96,TRADE
NSW1,2026/01/02 02:10:00,5884.64,36.20,TRADE
NSW1,2026/01/02 02:15:00,5886.51,36.20,TRADE
NSW1,2026/01/02 02:20:00,5889.82,54.74,TRADE
NSW1,2026/01/02 02:25:00,5867.47,36.20,TRADE
NSW1,2026/01/02 02:30:00,5861.45,55.41,TRADE
NSW1,2026/01/02 02:35:00,5824.9,55.78,TRADE
NSW1,2026/01/02 02:40:00,5826.82,55.61,TRADE
NSW1,2026/01/02 02:45:00,5803.88,55.76,TRADE
NSW1,2026/01/02 02:50:00,5818.82,55.77,TRADE
NSW1,2026/01/02 02:55:00,5821.47,36.20,TRADE
NSW1,2026/01/02 03:00:00,5816.9,36.20,TRADE
NSW1,2026/01/02 03:05:00,5834.94,36.20,TRADE
NSW1,2026/01/02 03:10:00,5844.77,36.20,TRADE
NSW1,2026/01/02 03:15:00,5841.68,36.20,TRADE
NSW1,2026/01/02 03:20:00,5820.09,56.98,TRADE
NSW1,2026/01/02 03:25:00,5826.64,37.19,TRADE
NSW1,2026/01/02 03:30:00,5812.39,36.20,TRADE
NSW1,2026/01/02 03:35:00,5825.8,36.20,TRADE
NSW1,2026/01/02 03:40:00,5846.78,37.64,TRADE
NSW1,2026/01/02 03:45:00,5822.98,56.50,TRADE
NSW1,2026/01/02 03:50:00,5787.19,36.20,TRADE
NSW1,2026/01/02 03:55:00,5849.42,37.41,TRADE
NSW1,2026/01/02 04:00:00,5811.87,36.20,TRADE
NSW1,2026/01/02 04:05:00,5897.11,56.46,TRADE
NSW1,2026/01/02 04:10:00,5926.66,37.18,TRADE
NSW1,2026/01/02 04:15:00,5918.58,53.35,TRADE
NSW1,2026/01/02 04:20:00,5921.35,40.54,TRADE
NSW1,2026/01/02 04:25:00,5983.46,55.25,TRADE
NSW1,2026/01/02 04:30:00,5976.84,55.07,TRADE
NSW1,2026/01/02 04:35:00,5988.7,56.94,TRADE
NSW1,2026/01/02 04:40:00,5970.96,55.07,TRADE
NSW1,2026/01/02 04:45:00,5987.95,56.98,TRADE
NSW1,2026/01/02 04:50:00,5949.78,54.76,TRADE
NSW1,2026/01/02 04:55:00,5944.84,56.94,TRADE
NSW1,2026/01/02 05:00:00,5957.62,56.98,TRADE
NSW1,2026/01/02 05:05:00,5983.23,54.38,TRADE
NSW1,2026/01/02 05:10:00,6025.06,56.94,TRADE
NSW1,2026/01/02 05:15:00,6063.81,57.06,TRADE
NSW1,2026/01/02 05:20:00,6042.61,56.94,TRADE
NSW1,2026/01/02 05:25:00,6022.2,56.94,TRADE
NSW1,2026/01/02 05:30:00,6057.36,56.94,TRADE
NSW1,2026/01/02 05:35:00,6036.11,56.98,TRADE
NSW1,2026/01/02 05:40:00,6095.79,56.94,TRADE
NSW1,2026/01/02 05:45:00,6113.96,52.46,TRADE
NSW1,2026/01/02 05:50:00,6103.46,49.37,TRADE
NSW1,2026/01/02 05:55:00,6106.3,35,TRADE
NSW1,2026/01/02 06:00:00,6103.47,14.83,TRADE
NSW1,2026/01/02 06:05:00,6083.4,34.75,TRADE
NSW1,2026/01/02 06:10:00,6105.6,36.20,TRADE
NSW1,2026/01/02 06:15:00,6088.1,0.71,TRADE
NSW1,2026/01/02 06:20:00,6111.59,34.15,TRADE
NSW1,2026/01/02 06:25:00,6070.34,36.20,TRADE
NSW1,2026/01/02 06:30:00,6099.03,35,TRADE
NSW1,2026/01/02 06:35:00,6078.57,57.30,TRADE
NSW1,2026/01/02 06:40:00,6043.2,57.06,TRADE
NSW1,2026/01/02 06:45:00,6054.56,56.94,TRADE
NSW1,2026/01/02 06:50:00,6005.1,57.06,TRADE
NSW1,2026/01/02 06:55:00,6019.29,51.66,TRADE
NSW1,2026/01/02 07:00:00,5917.38,56.94,TRADE
NSW1,2026/01/02 07:05:00,5889.51,0.70,TRADE
NSW1,2026/01/02 07:10:00,6012.89,62.53,TRADE
NSW1,2026/01/02 07:15:00,5975.84,65,TRADE
NSW1,2026/01/02 07:20:00,5905.58,57.06,TRADE
NSW1,2026/01/02 07:25:00,5842.24,52.13,TRADE
NSW1,2026/01/02 07:30:00,5801.68,56.94,TRADE
NSW1,2026/01/02 07:35:00,5724.98,0.70,TRADE
NSW1,2026/01/02 07:40:00,5774.1,62.16,TRADE
NSW1,2026/01/02 07:45:00,5651.16,33.25,TRADE
NSW1,2026/01/02 07:50:00,5641.39,25.81,TRADE
NSW1,2026/01/02 07:55:00,5591.17,13.50,TRADE
NSW1,2026/01/02 08:00:00,5562.72,36.06,TRADE
NSW1,2026/01/02 08:05:00,5532.31,61.46,TRADE
NSW1,2026/01/02 08:10:00,5523.89,52.33,TRADE
NSW1,2026/01/02 08:15:00,5554.63,36.06,TRADE
NSW1,2026/01/02 08:20:00,5423.11,36.06,TRADE
NSW1,2026/01/02 08:25:00,5482.16,36.06,TRADE
NSW1,2026/01/02 08:30:00,5411.09,13.44,TRADE
NSW1,2026/01/02 08:35:00,5419.12,36.06,TRADE
NSW1,2026/01/02 08:40:00,5392.83,33.50,TRADE
NSW1,2026/01/02 08:45:00,5374.63,36.07,TRADE
NSW1,2026/01/02 08:50:00,5337.63,13.25,TRADE
NSW1,2026/01/02 08:55:00,5273.9,25.18,TRADE
NSW1,2026/01/02 09:00:00,5173.95,24,TRADE
NSW1,2026/01/02 09:05:00,5121.73,0.70,TRADE
NSW1,2026/01/02 09:10:00,5277.9,41.24,TRADE
NSW1,2026/01/02 09:15:00,5301.69,40.63,TRADE
NSW1,2026/01/02 09:20:00,5249.08,40.16,TRADE
NSW1,2026/01/02 09:25:00,5277.79,33.42,TRADE
NSW1,2026/01/02 09:30:00,5210.46,32.74,TRADE
NSW1,2026/01/02 09:35:00,5177.02,36.07,TRADE
NSW1,2026/01/02 09:40:00,5332.52,53.66,TRADE
NSW1,2026/01/02 09:45:00,5314.22,45.08,TRADE
NSW1,2026/01/02 09:50:00,5272.49,51.07,TRADE
NSW1,2026/01/02 09:55:00,5259.85,50.34,TRADE
NSW1,2026/01/02 10:00:00,5260.81,36.07,TRADE
NSW1,2026/01/02 10:05:00,5207.4,12.99,TRADE
NSW1,2026/01/02 10:10:00,5300.46,13.56,TRADE
NSW1,2026/01/02 10:15:00,5279.18,26.24,TRADE
NSW1,2026/01/02 10:20:00,5247.78,42.76,TRADE
NSW1,2026/01/02 10:25:00,5125.89,44.49,TRADE
NSW1,2026/01/02 10:30:00,5117.23,36.07,TRADE
NSW1,2026/01/02 10:35:00,5092.92,34.54,TRADE
NSW1,2026/01/02 10:40:00,5063.67,13.81,TRADE
NSW1,2026/01/02 10:45:00,5094.4,26.69,TRADE
NSW1,2026/01/02 10:50:00,5051.48,34.01,TRADE
NSW1,2026/01/02 10:55:00,5058.49,36.06,TRADE
NSW1,2026/01/02 11:00:00,5039.05,36.07,TRADE
NSW1,2026/01/02 11:05:00,5039.45,14.24,TRADE
NSW1,2026/01/02 11:10:00,4997.77,27.70,TRADE
NSW1,2026/01/02 11:15:00,4996.1,36.07,TRADE
NSW1,2026/01/02 11:20:00,5015.94,0.70,TRADE
NSW1,2026/01/02 11:25:00,5089.99,36.13,TRADE
NSW1,2026/01/02 11:30:00,5030.99,36.07,TRADE
NSW1,2026/01/02 11:35:00,5034.88,36.07,TRADE
NSW1,2026/01/02 11:40:00,5073.77,36.07,TRADE
NSW1,2026/01/02 11:45:00,5132.71,56.27,TRADE
NSW1,2026/01/02 11:50:00,5106.22,45.85,TRADE
NSW1,2026/01/02 11:55:00,5166.55,56.98,TRADE
NSW1,2026/01/02 12:00:00,5142.64,36.62,TRADE
NSW1,2026/01/02 12:05:00,5217.93,33.90,TRADE
NSW1,2026/01/02 12:10:00,5305.89,34.01,TRADE
NSW1,2026/01/02 12:15:00,5251.41,36.07,TRADE
NSW1,2026/01/02 12:20:00,5307.74,36.06,TRADE
