C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2023/07/07,04:35:15,0000000391303609,DEMAND,0000000391303437
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:00:00",TASS,0,1,MEASUREMENT,"2023/06/01 01:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:00:00",VIC1,0,1,MEASUREMENT,"2023/06/01 01:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:00:00",VIC1,0,0.6,SATELLITE,"2023/06/01 01:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",NSW1,0,1,MEASUREMENT,"2023/06/01 01:49:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",NSW1,0,0.6,SATELLITE,"2023/06/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",QLD1,0,1,MEASUREMENT,"2023/06/01 01:49:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",QLD1,0,0.6,SATELLITE,"2023/06/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",QLDC,0,1,MEASUREMENT,"2023/06/01 01:49:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",QLDC,0,0.6,SATELLITE,"2023/06/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",QLDN,0,1,MEASUREMENT,"2023/06/01 01:49:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",QLDN,0,0.6,SATELLITE,"2023/06/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",QLDS,0,0.6,SATELLITE,"2023/06/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",QLDS,0,1,MEASUREMENT,"2023/06/01 01:49:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",SA1,0,1,MEASUREMENT,"2023/06/01 01:49:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",SA1,0,0.6,SATELLITE,"2023/06/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",TAS1,0,0.6,SATELLITE,"2023/06/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",TAS1,0,1,MEASUREMENT,"2023/06/01 01:49:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",TASN,0,1,MEASUREMENT,"2023/06/01 01:49:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",TASN,0,0.6,SATELLITE,"2023/06/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",TASS,0,1,MEASUREMENT,"2023/06/01 01:49:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",TASS,0,0.6,SATELLITE,"2023/06/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",VIC1,0,0.6,SATELLITE,"2023/06/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/01 01:30:00",VIC1,0,1,MEASUREMENT,"2023/06/01 01:49:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",NSW1,0,0.6,SATELLITE,"2023/06/01 02:20:24"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",NSW1,0,1,MEASUREMENT,"2023/06/01 02:19:14"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",QLD1,0,1,MEASUREMENT,"2023/06/01 02:19:14"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",QLD1,0,0.6,SATELLITE,"2023/06/01 02:20:24"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",QLDC,0,1,MEASUREMENT,"2023/06/01 02:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",QLDC,0,0.6,SATELLITE,"2023/06/01 02:20:24"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",QLDN,0,0.6,SATELLITE,"2023/06/01 02:20:24"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",QLDN,0,1,MEASUREMENT,"2023/06/01 02:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",QLDS,0,0.6,SATELLITE,"2023/06/01 02:20:24"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",QLDS,0,1,MEASUREMENT,"2023/06/01 02:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",SA1,0,0.6,SATELLITE,"2023/06/01 02:20:24"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",SA1,0,1,MEASUREMENT,"2023/06/01 02:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",TAS1,0,1,MEASUREMENT,"2023/06/01 02:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",TAS1,0,0.6,SATELLITE,"2023/06/01 02:20:24"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",TASN,0,0.6,SATELLITE,"2023/06/01 02:20:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",TASN,0,1,MEASUREMENT,"2023/06/01 02:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",TASS,0,1,MEASUREMENT,"2023/06/01 02:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",TASS,0,0.6,SATELLITE,"2023/06/01 02:20:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",VIC1,0,1,MEASUREMENT,"2023/06/01 02:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:00:00",VIC1,0,0.6,SATELLITE,"2023/06/01 02:20:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",NSW1,0,0.6,SATELLITE,"2023/06/01 02:50:24"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",NSW1,0,1,MEASUREMENT,"2023/06/01 02:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",QLD1,0,1,MEASUREMENT,"2023/06/01 02:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",QLD1,0,0.6,SATELLITE,"2023/06/01 02:50:24"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",QLDC,0,0.6,SATELLITE,"2023/06/01 02:50:24"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",QLDC,0,1,MEASUREMENT,"2023/06/01 02:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",QLDN,0,1,MEASUREMENT,"2023/06/01 02:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",QLDN,0,0.6,SATELLITE,"2023/06/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",QLDS,0,1,MEASUREMENT,"2023/06/01 02:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",QLDS,0,0.6,SATELLITE,"2023/06/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",SA1,0,1,MEASUREMENT,"2023/06/01 02:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",SA1,0,0.6,SATELLITE,"2023/06/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",TAS1,0,1,MEASUREMENT,"2023/06/01 02:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",TAS1,0,0.6,SATELLITE,"2023/06/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",TASN,0,1,MEASUREMENT,"2023/06/01 02:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",TASN,0,0.6,SATELLITE,"2023/06/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",TASS,0,1,MEASUREMENT,"2023/06/01 02:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",TASS,0,0.6,SATELLITE,"2023/06/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",VIC1,0,0.6,SATELLITE,"2023/06/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 02:30:00",VIC1,0,1,MEASUREMENT,"2023/06/01 02:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",NSW1,0,1,MEASUREMENT,"2023/06/01 03:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",NSW1,0,0.6,SATELLITE,"2023/06/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",QLD1,0,0.6,SATELLITE,"2023/06/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",QLD1,0,1,MEASUREMENT,"2023/06/01 03:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",QLDC,0,0.6,SATELLITE,"2023/06/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",QLDC,0,1,MEASUREMENT,"2023/06/01 03:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",QLDN,0,0.6,SATELLITE,"2023/06/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",QLDN,0,1,MEASUREMENT,"2023/06/01 03:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",QLDS,0,1,MEASUREMENT,"2023/06/01 03:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",QLDS,0,0.6,SATELLITE,"2023/06/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",SA1,0,1,MEASUREMENT,"2023/06/01 03:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",SA1,0,0.6,SATELLITE,"2023/06/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",TAS1,0,0.6,SATELLITE,"2023/06/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",TAS1,0,1,MEASUREMENT,"2023/06/01 03:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",TASN,0,1,MEASUREMENT,"2023/06/01 03:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",TASN,0,0.6,SATELLITE,"2023/06/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",TASS,0,1,MEASUREMENT,"2023/06/01 03:19:18"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",TASS,0,0.6,SATELLITE,"2023/06/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",VIC1,0,1,MEASUREMENT,"2023/06/01 03:19:18"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:00:00",VIC1,0,0.6,SATELLITE,"2023/06/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",NSW1,0,0.6,SATELLITE,"2023/06/01 03:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",NSW1,0,1,MEASUREMENT,"2023/06/01 03:49:19"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",QLD1,0,0.6,SATELLITE,"2023/06/01 03:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",QLD1,0,1,MEASUREMENT,"2023/06/01 03:49:19"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",QLDC,0,1,MEASUREMENT,"2023/06/01 03:49:19"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",QLDC,0,0.6,SATELLITE,"2023/06/01 03:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",QLDN,0,1,MEASUREMENT,"2023/06/01 03:49:19"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",QLDN,0,0.6,SATELLITE,"2023/06/01 03:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",QLDS,0,1,MEASUREMENT,"2023/06/01 03:49:19"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",QLDS,0,0.6,SATELLITE,"2023/06/01 03:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",SA1,0,0.6,SATELLITE,"2023/06/01 03:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",SA1,0,1,MEASUREMENT,"2023/06/01 03:49:19"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",TAS1,0,1,MEASUREMENT,"2023/06/01 03:49:19"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",TAS1,0,0.6,SATELLITE,"2023/06/01 03:50:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",TASN,0,0.6,SATELLITE,"2023/06/01 03:50:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",TASN,0,1,MEASUREMENT,"2023/06/01 03:49:19"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",TASS,0,0.6,SATELLITE,"2023/06/01 03:50:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",TASS,0,1,MEASUREMENT,"2023/06/01 03:49:19"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",VIC1,0,0.6,SATELLITE,"2023/06/01 03:50:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 03:30:00",VIC1,0,1,MEASUREMENT,"2023/06/01 03:49:19"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",NSW1,0,1,MEASUREMENT,"2023/06/01 04:19:16"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",NSW1,0,0.6,SATELLITE,"2023/06/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",QLD1,0,0.6,SATELLITE,"2023/06/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",QLD1,0,1,MEASUREMENT,"2023/06/01 04:19:16"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",QLDC,0,1,MEASUREMENT,"2023/06/01 04:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",QLDC,0,0.6,SATELLITE,"2023/06/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",QLDN,0,1,MEASUREMENT,"2023/06/01 04:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",QLDN,0,0.6,SATELLITE,"2023/06/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",QLDS,0,1,MEASUREMENT,"2023/06/01 04:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",QLDS,0,0.6,SATELLITE,"2023/06/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",SA1,0,1,MEASUREMENT,"2023/06/01 04:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",SA1,0,0.6,SATELLITE,"2023/06/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",TAS1,0,0.6,SATELLITE,"2023/06/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",TAS1,0,1,MEASUREMENT,"2023/06/01 04:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",TASN,0,0.6,SATELLITE,"2023/06/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",TASN,0,1,MEASUREMENT,"2023/06/01 04:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",TASS,0,0.6,SATELLITE,"2023/06/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",TASS,0,1,MEASUREMENT,"2023/06/01 04:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",VIC1,0,0.6,SATELLITE,"2023/06/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:00:00",VIC1,0,1,MEASUREMENT,"2023/06/01 04:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",NSW1,0,0.6,SATELLITE,"2023/06/01 04:50:24"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",NSW1,0,1,MEASUREMENT,"2023/06/01 04:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",QLD1,0,0.6,SATELLITE,"2023/06/01 04:50:24"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",QLD1,0,1,MEASUREMENT,"2023/06/01 04:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",QLDC,0,0.6,SATELLITE,"2023/06/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",QLDC,0,1,MEASUREMENT,"2023/06/01 04:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",QLDN,0,0.6,SATELLITE,"2023/06/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",QLDN,0,1,MEASUREMENT,"2023/06/01 04:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",QLDS,0,1,MEASUREMENT,"2023/06/01 04:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",QLDS,0,0.6,SATELLITE,"2023/06/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",SA1,0,1,MEASUREMENT,"2023/06/01 04:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",SA1,0,0.6,SATELLITE,"2023/06/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",TAS1,0,1,MEASUREMENT,"2023/06/01 04:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",TAS1,0,0.6,SATELLITE,"2023/06/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",TASN,0,1,MEASUREMENT,"2023/06/01 04:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",TASN,0,0.6,SATELLITE,"2023/06/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",TASS,0,1,MEASUREMENT,"2023/06/01 04:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",TASS,0,0.6,SATELLITE,"2023/06/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",VIC1,0,0.6,SATELLITE,"2023/06/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/01 04:30:00",VIC1,0,1,MEASUREMENT,"2023/06/01 04:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",NSW1,0,0.6,SATELLITE,"2023/06/01 05:20:26"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",NSW1,0,1,MEASUREMENT,"2023/06/01 05:19:16"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",QLD1,0,1,MEASUREMENT,"2023/06/01 05:19:16"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",QLD1,0,0.6,SATELLITE,"2023/06/01 05:20:26"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",QLDC,0,1,MEASUREMENT,"2023/06/01 05:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",QLDC,0,0.6,SATELLITE,"2023/06/01 05:20:26"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",QLDN,0,1,MEASUREMENT,"2023/06/01 05:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",QLDN,0,0.6,SATELLITE,"2023/06/01 05:20:26"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",QLDS,0,1,MEASUREMENT,"2023/06/01 05:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",QLDS,0,0.6,SATELLITE,"2023/06/01 05:20:26"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",SA1,0,1,MEASUREMENT,"2023/06/01 05:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",SA1,0,0.6,SATELLITE,"2023/06/01 05:20:26"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",TAS1,0,0.6,SATELLITE,"2023/06/01 05:20:26"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",TAS1,0,1,MEASUREMENT,"2023/06/01 05:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",TASN,0,0.6,SATELLITE,"2023/06/01 05:20:26"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",TASN,0,1,MEASUREMENT,"2023/06/01 05:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",TASS,0,1,MEASUREMENT,"2023/06/01 05:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",TASS,0,0.6,SATELLITE,"2023/06/01 05:20:26"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",VIC1,0,1,MEASUREMENT,"2023/06/01 05:19:17"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:00:00",VIC1,0,0.6,SATELLITE,"2023/06/01 05:20:26"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:30:00",NSW1,0,0.6,SATELLITE,"2023/06/01 05:50:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:30:00",NSW1,0,1,MEASUREMENT,"2023/06/01 05:49:19"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:30:00",QLD1,0,0.6,SATELLITE,"2023/06/01 05:50:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:30:00",QLD1,0,1,MEASUREMENT,"2023/06/01 05:49:19"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:30:00",QLDC,0,1,MEASUREMENT,"2023/06/01 05:49:19"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:30:00",QLDC,0,0.6,SATELLITE,"2023/06/01 05:50:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:30:00",QLDN,0,0.6,SATELLITE,"2023/06/01 05:50:22"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:30:00",QLDN,0,1,MEASUREMENT,"2023/06/01 05:49:19"
D,ROOFTOP,ACTUAL,2,"2023/06/01 05:30:00",QLDS,0,0.6,SATELLITE,"2023/06/01 05:50:22"
